wage,year,age,education,healthy,healthins,marital,race
86.6951548289402,2004,29,2,1,1,never,white
141.77517233318,2005,28,4,1,1,married,white
66.9616443217359,2005,46,3,1,1,married,white
118.884359339886,2007,55,4,1,1,married,black
105.767639622758,2004,56,1,0,0,married,white
118.884359339886,2005,41,1,0,1,divorced,black
176.98965048987702,2009,61,4,1,0,married,white
65.1108537153447,2003,47,1,1,1,married,white
85.3839403789827,2006,52,2,1,1,married,white
72.15045568157129,2004,27,1,1,0,married,white
89.2428846644714,2007,33,2,1,1,never,black
65.1108537153447,2003,58,1,0,1,never,white
145.80516337462498,2005,27,3,1,1,married,white
87.98103278560541,2009,52,1,1,1,separated,black
41.0998036301194,2003,45,4,1,0,married,white
68.3956538035455,2003,22,1,1,1,never,white
81.2832532842527,2005,25,2,0,1,never,white
73.77574327469459,2004,25,1,1,1,never,white
130.982177377461,2005,41,0,1,1,married,black
148.413159102577,2006,54,3,1,1,separated,white
81.226746312023,2007,23,1,1,1,married,white
63.1888610037461,2006,36,4,1,1,never,white
94.0727147457005,2004,31,2,0,1,separated,white
92.6581301668597,2006,52,1,0,1,married,white
76.8936025176112,2007,46,1,0,0,married,black
118.884359339886,2007,45,1,0,1,married,white
79.8549003093467,2009,40,1,0,0,married,white
86.6951548289402,2004,33,3,1,1,never,asian
133.971500070695,2007,42,3,1,1,married,white
125.525498433836,2007,41,3,1,1,married,white
92.8958447894966,2007,25,1,1,1,never,other
72.15045568157129,2005,24,1,1,1,divorced,white
118.884359339886,2006,24,2,1,0,never,white
70.47601964694451,2008,51,1,0,0,married,white
127.115743812184,2004,41,1,1,0,married,white
114.475713290347,2009,42,3,1,1,never,white
87.98103278560541,2005,30,3,1,1,never,white
54.59815003314421,2009,55,0,1,0,married,asian
84.0459576539924,2008,23,1,1,1,never,white
85.3839403789827,2003,60,3,1,0,divorced,white
141.77517233318,2003,40,4,1,1,married,asian
110.782650276254,2008,41,1,1,1,never,white
79.8549003093467,2003,80,1,0,1,married,white
97.4932940453934,2005,53,1,1,1,married,white
171.765132627508,2004,40,1,1,0,never,white
137.481247831663,2009,35,2,0,1,married,white
75.3556793180091,2009,55,0,0,1,married,white
73.77574327469459,2008,24,1,1,1,never,white
148.413159102577,2007,39,3,1,1,married,white
95.23071256698192,2003,30,4,1,1,married,white
87.98103278560541,2005,68,1,0,1,married,white
109.833985642199,2004,54,1,0,1,married,black
81.2832532842527,2008,27,3,1,0,never,white
118.884359339886,2005,34,1,1,1,married,white
127.115743812184,2004,53,4,0,1,married,white
85.3839403789827,2004,48,4,1,0,married,black
81.2832532842527,2005,59,1,1,1,married,white
118.884359339886,2004,30,2,1,0,married,white
163.515863976238,2007,45,4,1,1,married,white
104.921506533664,2007,39,3,0,1,married,other
99.6894636984864,2008,45,3,0,0,married,asian
281.745970551857,2007,43,4,1,1,married,white
138.299126920883,2003,30,4,1,1,never,black
176.98965048987702,2005,57,3,1,1,married,white
136.876367635184,2004,53,3,0,1,married,white
186.876677628007,2009,42,3,1,1,married,white
90.48191335664008,2005,23,1,0,0,never,white
85.3839403789827,2009,58,1,0,0,married,white
145.143601176911,2005,43,0,1,1,married,white
120.589436530402,2003,33,4,1,1,divorced,white
101.82435207568,2004,56,3,1,1,married,white
108.874525834712,2006,37,3,1,0,married,black
38.605914520960106,2009,41,4,1,0,divorced,white
92.8958447894966,2007,33,2,1,1,married,white
126.323880709786,2007,50,4,1,1,never,white
191.573683548412,2003,43,4,1,1,married,white
155.900506146767,2004,53,3,1,1,married,white
87.98103278560541,2005,37,2,1,1,widowed,white
59.097064081589096,2006,20,2,1,0,never,black
73.77574327469459,2003,26,2,1,1,never,white
90.48191335664008,2003,29,3,1,0,divorced,white
118.884359339886,2008,57,3,1,1,married,white
151.591484239814,2009,47,2,1,1,married,white
272.294783220064,2004,54,4,1,0,married,white
97.4932940453934,2007,38,0,0,0,married,white
68.111994065327,2006,23,2,1,0,never,white
127.115743812184,2004,31,1,1,1,married,white
272.294783220064,2004,43,3,1,1,married,white
111.720849360989,2003,33,4,0,0,married,white
127.115743812184,2004,48,1,0,1,married,white
87.98103278560541,2008,33,1,1,1,married,white
114.475713290347,2009,52,3,1,1,married,white
69.7915308454408,2008,30,2,1,0,never,black
94.0727147457005,2004,44,1,1,1,married,white
127.273347006486,2004,38,1,1,1,married,white
160.642475408263,2008,51,1,1,1,married,white
171.765132627508,2007,47,2,1,1,married,white
141.77517233318,2005,28,3,0,1,married,white
115.375038556391,2004,52,2,1,1,divorced,white
72.15045568157129,2004,23,0,0,0,never,white
73.77574327469459,2003,65,0,0,0,married,white
127.115743812184,2005,27,3,1,1,never,white
20.9343779401018,2004,33,0,1,0,married,white
79.8549003093467,2008,49,1,1,1,married,white
102.870246933215,2008,27,2,0,1,never,white
115.375038556391,2008,48,1,0,1,divorced,white
97.4932940453934,2005,38,2,0,1,never,white
104.921506533664,2008,58,2,0,0,married,white
115.375038556391,2003,40,4,1,0,married,asian
93.4866920429597,2007,46,1,1,0,married,white
123.089699847943,2009,53,2,0,1,married,black
118.884359339886,2009,25,4,1,1,never,black
96.3706528322308,2003,42,2,1,1,married,white
84.0459576539924,2004,40,1,1,1,never,white
127.115743812184,2006,35,1,1,1,married,white
95.23071256698192,2005,50,1,0,0,separated,white
81.2832532842527,2004,34,2,1,1,married,white
102.870246933215,2009,48,1,1,1,married,white
111.720849360989,2004,49,4,0,1,married,white
94.0727147457005,2009,41,3,1,0,married,asian
127.115743812184,2004,37,3,1,1,married,asian
104.921506533664,2003,58,2,1,1,married,white
68.111994065327,2006,28,1,0,0,never,black
128.680488220624,2003,33,1,1,1,married,white
143.92735936583,2003,50,2,1,1,married,white
103.90247060316,2009,38,1,1,1,married,white
91.6992261117042,2003,48,1,1,1,married,white
95.23071256698192,2008,30,2,1,1,married,white
138.299126920883,2006,49,4,1,0,married,white
118.55677641507,2005,44,3,1,1,married,white
94.0727147457005,2009,50,1,1,1,married,white
114.475713290347,2009,58,3,0,1,married,asian
150.01328628271003,2004,45,3,1,1,never,white
97.4932940453934,2005,44,2,1,0,married,white
90.48191335664008,2005,35,3,0,0,divorced,white
81.2832532842527,2005,59,1,1,0,married,white
130.982177377461,2009,45,1,1,0,married,white
150.962783462143,2004,51,3,0,1,married,white
130.982177377461,2006,61,2,1,0,married,white
145.143601176911,2008,45,1,1,1,married,white
90.48191335664008,2003,34,3,1,1,never,white
113.567089569751,2007,33,3,0,0,married,white
87.98103278560541,2005,45,1,0,1,married,white
157.700527725737,2009,50,4,0,1,never,white
109.833985642199,2006,50,1,1,1,married,white
84.0459576539924,2005,39,2,0,0,married,white
160.643638171791,2009,26,3,1,1,never,white
47.905567037027105,2007,49,1,0,0,married,white
59.097064081589096,2003,20,1,1,0,never,white
81.2832532842527,2003,31,3,1,0,married,white
87.98103278560541,2007,49,1,0,1,married,white
87.98103278560541,2007,56,1,0,1,never,black
143.808556824369,2005,61,3,1,1,married,white
110.782650276254,2005,56,1,0,1,separated,white
118.884359339886,2009,51,3,1,0,married,white
120.589436530402,2004,42,0,1,1,married,white
272.294783220064,2004,45,3,1,1,married,white
105.375892660271,2006,30,4,1,1,married,white
69.0108766220885,2005,48,3,0,0,never,white
87.98103278560541,2009,33,4,0,1,married,white
89.2428846644714,2007,50,2,1,1,married,white
171.765132627508,2003,31,4,1,1,married,asian
133.232350826567,2003,48,3,0,1,married,white
200.543262324662,2005,35,4,1,1,married,white
92.8958447894966,2009,47,2,1,1,married,black
148.413159102577,2007,45,3,0,1,married,white
119.742556289908,2009,52,1,1,1,married,white
82.6796372966372,2007,46,1,1,1,married,white
105.927810775063,2007,47,3,1,0,married,asian
267.901086855275,2009,49,1,1,1,married,white
104.921506533664,2007,36,0,0,0,married,white
127.115743812184,2005,51,3,0,0,married,white
157.700527725737,2008,46,1,1,1,married,white
148.413159102577,2004,37,3,1,0,married,asian
65.1108537153447,2005,23,2,1,1,never,white
104.921506533664,2008,43,3,1,1,married,white
78.39246680098371,2006,34,3,1,1,married,asian
139.213788138664,2008,58,1,1,1,married,white
112.6488963421,2009,44,3,1,1,never,asian
79.8549003093467,2008,61,3,1,0,married,white
65.1108537153447,2005,40,0,1,0,divorced,white
111.720849360989,2003,37,2,1,1,married,white
104.921506533664,2003,33,1,1,0,married,white
176.98965048987702,2004,38,2,1,1,married,white
99.6894636984864,2006,41,1,0,1,married,white
104.921506533664,2005,30,1,1,1,married,black
70.8150386167557,2003,51,0,0,1,married,white
94.0727147457005,2003,39,2,1,1,never,white
127.115743812184,2006,56,2,1,1,married,black
97.4932940453934,2007,44,1,0,0,never,white
109.833985642199,2005,51,4,1,1,divorced,white
75.19962814859458,2006,35,1,1,0,married,white
65.1108537153447,2009,27,1,0,0,never,white
146.462838515063,2003,47,2,0,1,married,white
81.2832532842527,2007,51,2,0,0,married,asian
127.115743812184,2006,41,1,1,0,married,white
73.77574327469459,2005,63,0,0,0,married,white
65.1108537153447,2009,61,1,0,0,never,white
99.6894636984864,2004,46,1,0,1,married,white
79.8549003093467,2009,33,2,1,0,never,white
73.77574327469459,2009,35,0,0,0,separated,white
87.98103278560541,2003,28,4,1,1,married,white
118.884359339886,2007,50,2,1,0,married,asian
284.52474090221403,2007,41,4,1,1,married,white
118.884359339886,2008,23,3,0,0,married,white
106.921814091211,2004,45,2,1,1,married,white
100.013486924706,2007,63,4,1,1,married,white
108.874525834712,2006,59,2,0,1,married,black
114.475713290347,2005,30,3,1,1,married,white
115.375038556391,2003,30,4,1,1,married,white
130.982177377461,2007,45,1,0,0,married,white
79.8549003093467,2005,42,1,0,1,married,white
106.921814091211,2009,57,0,1,1,married,white
22.962400679642897,2003,52,2,0,0,divorced,white
115.182455126581,2003,54,2,1,1,married,white
103.90247060316,2005,30,2,1,1,married,white
184.469464222499,2003,47,3,1,1,married,white
314.32933644529,2003,38,2,1,1,never,white
99.6894636984864,2003,47,2,0,1,married,white
128.680488220624,2008,39,3,0,1,never,white
87.98103278560541,2005,50,1,1,0,married,white
54.59815003314421,2003,47,1,1,0,married,white
99.6894636984864,2004,45,1,0,1,married,white
118.884359339886,2007,44,0,1,1,married,white
92.16112203234958,2003,52,1,1,1,married,white
127.115743812184,2004,42,3,0,0,married,white
41.7049904993395,2004,18,0,1,0,never,white
109.833985642199,2006,56,3,1,1,married,white
82.6796372966372,2004,50,4,1,0,married,asian
277.79948020565,2006,50,4,1,1,married,white
99.6894636984864,2006,53,2,0,0,never,white
176.98965048987702,2009,38,4,1,1,married,white
84.0459576539924,2004,27,0,1,0,never,white
163.515863976238,2004,56,4,1,0,married,white
81.2832532842527,2003,50,4,1,1,married,white
130.982177377461,2003,56,3,1,1,married,white
127.115743812184,2007,50,0,0,0,married,white
72.15045568157129,2005,49,1,1,0,never,white
104.921506533664,2005,42,2,1,0,never,white
186.876677628007,2009,50,4,0,1,married,white
176.98965048987702,2003,53,3,1,1,married,white
139.703071527658,2007,28,1,0,0,married,white
73.77574327469459,2003,45,1,0,1,married,white
66.2294082943902,2009,24,1,1,0,never,white
81.2832532842527,2003,25,0,1,0,never,white
104.921506533664,2004,38,3,1,1,married,white
109.833985642199,2009,47,3,0,1,married,white
154.68529299563,2003,38,3,1,1,married,white
106.921814091211,2007,33,2,1,0,married,white
277.79948020565,2006,39,4,1,1,married,white
87.98103278560541,2005,52,1,0,1,divorced,white
90.48191335664008,2005,46,1,1,1,divorced,white
106.921814091211,2004,42,1,1,1,married,white
56.905539144673206,2003,61,1,1,1,married,white
81.2832532842527,2005,32,1,1,1,never,white
107.903923866876,2009,42,1,1,1,divorced,black
196.125272594255,2006,61,4,1,1,married,white
91.6992261117042,2009,27,1,1,0,married,white
200.543262324662,2008,45,4,0,1,married,white
32.3664131748549,2003,58,3,1,0,married,white
104.921506533664,2007,25,3,1,1,never,white
100.764272842107,2007,34,0,1,0,married,white
85.3839403789827,2005,44,2,0,1,married,black
82.6796372966372,2007,40,2,1,0,married,white
97.4932940453934,2007,51,3,1,0,married,black
121.010826565755,2003,50,4,1,1,married,white
133.971500070695,2009,64,3,0,1,married,white
148.413159102577,2003,54,2,1,1,married,white
104.921506533664,2008,42,3,1,1,never,white
81.2832532842527,2007,31,1,0,0,married,asian
90.48191335664008,2003,25,3,1,1,never,white
106.921814091211,2006,32,2,1,1,married,white
114.475713290347,2007,51,0,0,1,married,white
53.395346890572704,2007,75,0,0,0,married,black
87.98103278560541,2003,28,1,1,0,married,other
66.2294082943902,2009,28,1,1,0,never,white
96.3706528322308,2007,32,4,0,1,never,white
272.403225755586,2006,53,4,1,1,married,white
97.1582750436503,2008,36,2,0,0,married,white
200.543262324662,2004,43,4,1,1,married,white
123.089699847943,2004,51,3,0,1,married,white
99.6894636984864,2005,35,3,1,1,married,black
94.0727147457005,2004,46,1,1,0,separated,white
81.2832532842527,2003,38,3,1,1,married,white
154.68529299563,2004,43,3,1,0,married,asian
109.833985642199,2004,39,1,1,0,married,white
123.089699847943,2007,37,2,1,1,divorced,white
73.77574327469459,2008,59,4,0,1,divorced,white
107.903923866876,2003,33,3,0,0,married,white
73.77574327469459,2007,23,2,1,0,never,white
87.98103278560541,2006,37,2,1,0,never,white
27.1405792079024,2005,40,1,0,0,married,white
94.0727147457005,2006,25,2,1,1,married,white
102.453557578372,2008,27,3,1,1,never,white
272.294783220064,2004,47,4,0,1,married,white
94.0727147457005,2008,52,3,1,0,married,black
81.2832532842527,2007,23,1,1,0,never,white
87.98103278560541,2004,33,3,0,0,married,white
109.833985642199,2005,37,3,0,1,never,asian
80.4302079458208,2008,34,1,0,0,married,white
148.413159102577,2003,51,1,0,1,separated,white
148.413159102577,2007,40,2,1,1,divorced,white
81.2832532842527,2007,50,1,0,1,married,white
118.884359339886,2005,64,2,1,1,married,white
80.487444359511,2008,54,0,0,1,married,white
91.6992261117042,2003,50,1,1,1,married,black
109.355626400253,2004,32,3,1,1,married,white
104.921506533664,2004,37,3,0,1,married,black
65.1108537153447,2006,19,0,1,0,never,white
76.8936025176112,2006,32,1,1,1,married,white
99.6894636984864,2004,42,2,0,1,married,white
99.6894636984864,2009,26,2,0,0,never,white
157.700527725737,2009,46,4,1,1,married,white
49.555338121522595,2009,18,0,0,0,never,white
90.48191335664008,2005,43,1,0,1,married,white
111.720849360989,2003,62,2,1,1,married,white
148.413159102577,2008,44,1,1,1,married,white
133.232350826567,2005,40,2,0,1,married,white
134.705375118879,2006,43,1,0,1,married,white
118.884359339886,2004,32,3,1,1,never,asian
87.98103278560541,2006,48,1,1,1,never,black
109.833985642199,2009,35,2,1,1,married,white
130.982177377461,2006,61,2,0,1,married,white
89.2428846644714,2006,47,0,1,1,married,white
102.870246933215,2005,55,1,1,1,divorced,white
76.8936025176112,2008,28,1,1,1,divorced,other
149.695042068453,2008,52,4,0,0,married,white
102.870246933215,2009,27,4,1,1,never,black
